original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares
10.500522379230814,3.517233646100128,0.5314787573003755,0.7770346399252271,0.6088511673887284,0.09335538283673205,0.5040909319322588,1.1996487612301048,0.3491406260859382,0.7641142990153018,0.7583814185365003,0.9881223681588308,0.9383990286006961,-0.06404584472621279,0.35123201152432565,0.42436044285042096,3.2339429407372537,0.29166659480030266,2.372308697864504,0.30100001722233355,0.476745132368172,6.4678858814745075,1.746795940078002,0.3464714518284888
5.46512735460189,1.2565669820914651,0.13209868004362385,0.6520271569819015,0.4111616954556196,0.2139783827581509,0.4056782965779997,0.9872418803768213,0.24439330319841637,0.7980747515239368,0.7977091915987619,0.9759107837769214,0.9190471206469873,-0.05380343976169847,0.296832320144603,0.40088032256008227,2.324823896102309,0.2860045334395499,2.0875833569757756,0.2925557069102573,0.4371639942501462,4.649647792204618,1.6624809853390359,0.2657972131093802
3.8359522429217563,7.728908377723882,1.0366397713277833,1.328910785928167,0.8689825306797604,0.19459133488940822,0.6564350339938845,1.352888353769671,0.42393399816355476,0.7046775211303112,0.6929145355941844,0.9775806050836806,0.9098944644853314,-0.05768350660883932,0.3376783993369541,0.493483049493436,1.928058500977391,0.16306810987059156,3.0176617145108895,0.2870575107886776,0.2970962802327754,3.8561170019547815,2.1605606310073235,0.5494733291519818
10.86404169920765,5.474173230220537,0.3265470000399029,1.2172383851784667,0.9408482616063512,0.13677465934489333,0.6808062518037304,1.4045049601083675,0.46059478180916835,0.7002209748002767,0.6855654109453695,0.9818966631308721,0.9184194533413521,-0.04511151359083492,0.3242328215195085,0.4786719502097852,3.2854789176957713,0.16774808782681402,3.1016034152975442,0.27546319431623034,0.31053313106400354,6.5709578353915425,2.1549135639963444,0.5395216616962046
6.330715716827949,1.2458250796344497,0.0861748942062225,0.6915140650479219,0.5726574343062173,0.09149436905286204,0.5205461940192302,1.1403454809345048,0.29932056099677934,0.7483576996788219,0.7449380270190835,0.9672477052407331,0.8976215842503611,-0.016076307098135616,0.14974657922775203,0.47546273123646815,2.510148177092222,0.22277182364069667,2.3913022353892948,0.1153874270541661,0.26242733554551906,5.020296354184444,1.7539179065438395,0.31604287483853477
6.281812698345633,1.0549125739473069,0.048302294605040354,0.6612677892490668,0.4944397740726649,0.14434430325701225,0.4716179197018298,1.0673530665898967,0.2702278841648842,0.7679946825442242,0.7664732255861686,0.9713180460140346,0.9064371445386621,-0.020306449474561453,0.18933433617402715,0.4516487971273491,2.49800885279379,0.2368500153199834,2.251267927217086,0.15864204780160934,0.28063581874580734,4.99601770558758,1.7130428902162105,0.28892689083043294
15.172925539796363,5.121038395843938,-0.11417263243828958,1.3138533893570665,0.5439434222526125,0.40735356730361727,0.47583004805209106,1.1518895873896537,0.3135198056783301,0.7731198638012449,0.7688963133940067,0.9892896215786208,0.9414566850394027,-0.10688359165458589,0.49180445307221327,0.4192279570178601,3.87042546662508,0.20166121891171823,2.8223651801601695,0.4298409684722853,0.3755386612344147,7.74085093325016,2.203898267790908,0.46444920290241976
10.02724446213014,14.147792027800392,1.0867821011435708,2.1429682683310993,1.4826106100017333,0.18404248646753021,0.9076466178654227,1.5909549556101406,0.6071469758725286,0.633567134695496,0.6035064172768764,0.9629172047474727,0.8801960330959908,-0.09753073281103483,0.518841532260413,0.48306244664098663,3.139598028584555,0.09800750723895374,3.705531915395161,0.38696169732741115,0.16597462550741474,6.27919605716911,2.5107433011207934,0.9063947195832083
6.211555139174916,8.206827261730698,0.653388733801003,1.6636388459684874,1.1894760611895274,0.19133924203689529,0.8118584348788005,1.4080570582900913,0.45954232243724,0.6524897007285878,0.6318325451916725,0.9578648217741038,0.8733584886549459,-0.13619853356467318,0.5923031928503011,0.5241069002039112,2.4681055777071967,0.13473396445025249,3.3016870663074056,0.4606970716873589,0.23037319561518274,4.936211155414393,2.3188856154221194,0.7132787267895039
6.525001400254071,6.932274246900483,0.548781009721752,1.5403328332958521,0.6881019138140225,0.3808288717609169,0.5647740717785255,1.2599974051203506,0.364998461335869,0.7375328281701611,0.729945748314287,0.9746015048984902,0.9087620240653891,-0.08434144628511589,0.46771371603637135,0.46285731930693164,2.5123340834920858,0.16047543740822395,3.086575322239366,0.39911194002419875,0.27158368676059425,5.0246681669841715,2.327316134089541,0.5571086867774686
